,Name_2005,ranking_2005,total_2005,mtn_2005,tt_2005,Name_2006,ranking_2006,total_2006,mtn_2006,tt_2006,Name_2007,ranking_2007,total_2007,mtn_2007,tt_2007,Name_2008,ranking_2008,total_2008,mtn_2008,tt_2008,Name_2010,ranking_2010,total_2010,mtn_2010,tt_2010,Name_2011,ranking_2011,total_2011,mtn_2011,tt_2011,Name_2012,ranking_2012,total_2012,mtn_2012,tt_2012
103,"LEIPHEIMER, Levi",6.0,41.560753640141016,36.264257053489622,50.404259514888587,LE MEVEL Christophe,76.0,39.651240535607798,33.070372200889629,45.063072776280322,LEFEVRE Laurent,58.0,38.27820684273388,33.759400362363799,45.715521903731748,KOHL Bernhard,3.0,40.494240705335841,36.27169664223144,47.733847637415622,MONFORT Maxime,55.0,38.142844674599253,33.686597328338344,45.241436236070989,KNEES Christian,64.0,38.077499491189876,32.024395556523636,41.97970446857753,HANSEN Adam,81.0,38.852525801195,33.499068405642802,44.473684210526322
104,"LJUNGQVIST, Marcus",125.0,40.060339860859003,33.052092032136379,48.773971949241485,MAYO Iban,,,36.451578611672161,46.565988181221272,PINEAU Jreme,68.0,38.211967590871922,33.739860926221439,45.269922879177379,KRAUSS Sven,143.0,38.797167312064964,33.388152976706635,43.973941368078179,RENSHAW Mark,,,30.766891818517472,43.532608695652172,SWIFT Ben,137.0,36.957224437021871,30.256085213568976,41.332164767747592,HENDERSON Gregory,124.0,38.512939276110295,32.66068759342302,44.134929270946685
105,"LOMBARDI, Giovanni",118.0,40.114390995121013,32.982126779180476,47.824866685377486,CAMANO Iker,35.0,40.180062503051907,34.263262070527524,45.539333188058393,SPRICK Matthieu,,,34.118804702470349,42.478078536027446,LANG Sebastian,75.0,39.533527696793008,33.904858299595141,47.887778136085132,ROGERS Michael,37.0,38.612398763068768,34.216762909309388,41.53846153846154,THOMAS Geraint,31.0,38.874441974826688,32.951132706392819,44.066529620631655,ROELANDTS Jurgen,104.0,38.640846432221885,32.735444671022513,44.02846460016886
106,"LOOSLI, David",99.0,40.306922269005774,33.386984176233327,47.74000747104968,ETXEBARRIA Unai,127.0,39.25541621196129,32.169603727879583,44.130503642698763,TSCHOPP Johann,93.0,37.925545571245188,33.124441918986932,44.250863783896975,SCHOLZ Ronny,93.0,39.352750411517576,33.545634801418011,45.116208415615979,SIVTSOV Kanstantsin,39.0,38.569688696951694,34.416652677522244,43.935871743486977,URAN Rigoberto,24.0,39.140605684073059,33.726979932281772,41.771479185119574,SIEBERG Marcel,132.0,38.467043326009971,32.65560295170782,43.576459352990334
107,"LÖVKVIST, Thomas",61.0,40.648081214445106,33.778693349028842,49.281789260580354,HERNANDEZ Aitor,136.0,39.114995870297641,32.248616685049079,44.783027965284475,VOECKLER Thomas,66.0,38.214808206958075,33.691111147806275,45.289327046720956,WEGMANN Fabian,,,33.449498227570025,45.795601552393272,EVANS Cadel,26.0,38.883570297346836,34.896427294854554,38.817280453257787,ZANDIO Xabier,48.0,38.374282890688612,32.974190133579739,41.521394611727416,VANENDERT Jelle,29.0,39.414890119695798,34.931666537142092,43.764536626303808
108,"LÖWIK, Gerben",,,32.004064008128012,53.532748839608047,ISASI Inaki,71.0,39.664142007555903,32.978219248194414,44.378849012529201,MERCADO Juan Miguel,80.0,38.07972313499836,33.500537735926507,44.643498468363795,MOREAU Christophe,,,,47.011952191235061,BALLAN Alessandro,87.0,37.390743888388222,32.106614883487843,41.288135593220332,CHAVANEL Sylvain,61.0,38.13182469489599,32.710089081508244,44.132509825940481,WESTRA Lieuwe,,,37.179419104762921,46.580226904376012
109,"LUDEWIG, Jorg",38.0,41.024974067953067,35.048041690416092,48.473354826474491,LANDALUZE Inigo,50.0,39.983843144877184,33.811439566206055,44.908133662834423,BICHOT Freddy,102.0,37.860854809629863,33.028725909977581,44.172240802675589,BICHOT Freddy,135.0,38.935089952813136,33.406799437535525,42.666283579945407,BOOKWALTER Brent,147.0,36.650918869960471,30.770847091312959,43.431061806656096,BOONEN Tom,,,,51.94479297365119,BOECKMANS Kris,115.0,38.584827011254689,32.860917607494599,44.658673843895279
110,"MANCEBO, Francisco",4.0,41.571708223374408,36.314740405606351,50.176678445229683,LOPEZ GARCIA David,,,32.738358471570116,45.296998083883338,DUENAS NEVADO Moises,39.0,38.545013931419625,34.462780602334341,46.019163763066203,CASPER Jimmy,,,33.606908086662258,43.7757625721352,BURGHARDT Marcus,161.0,36.416774530445366,31.049522944116312,39.531193653083307,CIOLEK Gerald,150.0,36.795337111798467,30.148874215642046,37.818765036086603,HOOGERLAND Johnny,57.0,39.06944698758911,34.234979217896544,44.290220820189276
111,"MARICHAL, Thierry",127.0,40.020299479206955,33.095295304916142,46.770356816102471,VERDUGO Gorka,75.0,39.655062318901692,33.10246408524403,45.420560747663551,FEILLU Romain,,,37.5,47.086092715231793,FEILLU Romain,,,33.114533699756819,43.471142038477275,FRANK Mathias,,,,31.2890625,DE WEERT Kevin,13.0,39.536372950819668,34.600069659515583,43.005653839139157,LARSSON Gustav,,,36.65776660907806,46.404736275565128
112,"MARTINEZ, Egoi",48.0,40.84307328888903,34.471574015677092,48.432022738038846,ZUBELDIA Haimar,9.0,40.697877865191117,35.567595195502172,47.323369565217391,GONZALO RAMIREZ Eduardo,,,,46.699507389162562,GONZALO RAMIREZ Eduardo,39.0,39.897502319586025,34.738152027377375,44.554455445544555,HINCAPIE George,59.0,38.118669101143198,33.650658175491579,42.080614203454893,DEVENYNS Dries,46.0,38.391463589048421,31.92481738511113,41.638707398905169,MARCATO Marco,67.0,38.952667683634353,33.117559758754616,43.991323210412148
113,"MAYO, Iban",60.0,40.648081214445106,34.181399458005338,47.642124883504195,MONCOUTIE David,58.0,39.876302398836927,33.863103290542973,44.859933454974772,HERVE Cdric,,,37.863457237192456,45.870967741935488,JALABERT Nicolas,,,35.019455252918291,44.715789473684211,KROON Karsten,138.0,36.774074115627556,30.988044316137906,41.056179775280896,ENGELS Addy,146.0,36.81244969144084,31.006470225993944,38.161514808221391,POELS Wouter,,,,50.415754923413573
114,"MAZZOLENI, Eddy",13.0,41.482769238664645,36.192598354021925,48.811228874248066,AUGE Stƒphane,123.0,39.289740934497999,32.417776949594703,45.087378640776691,JALABERT Nicolas,114.0,37.813621759035861,32.77537710237587,43.611598390259012,LELAY David,81.0,39.479935300007696,34.314689612784264,45.212361089968034,MORABITO Steve,51.0,38.220680406961492,34.29632479633316,44.779411764705877,PINEAU Jr´me,54.0,38.240467755122268,32.125158414543549,42.787152966793684,RUIJGH Rob,,,36.65776660907806,43.655696202531644
115,"MC EWEN, Robbie",134.0,39.939594952658005,32.855616197855042,47.642124883504195,CASPER Jimmy,138.0,39.046667160969818,32.143451028213512,43.406376570775784,SALMON Benoit,125.0,37.780606470389372,32.658385888529629,44.283319362950543,LEQUATRE Geoffroy,85.0,39.433646401358956,33.830554349253156,44.341594505822634,SANTAMBROGIO Mauro,,,33.89532326638323,43.890410958904113,STEEGMANS Gert,,,29.61980892961591,48.364485981308412,VALLS FERRI Rafael,41.0,39.197543933940295,34.449006404992609,44.306347857749735
116,"MC GEE, Bradley",105.0,40.282064778967239,33.315595460394555,49.139671248678262,CHAVANEL Sylvain,45.0,40.044285605657365,33.210522296884541,47.788703407271889,VOGONDY Nicolas,92.0,37.96913222798662,33.28384991843393,45.081600000000002,VOGONDY Nicolas,64.0,39.631219536333717,35.087094510374882,45.706371191135737,CHAVANEL Sylvain,31.0,38.761714985128989,34.407988587731815,42.406189555125721,TERPSTRA Niki,134.0,36.976923860117743,31.108289958105878,38.013864259229408,VAN HUMMEL Kenny Robert,,,33.426736516003274,42.640949554896146
117,"MENCHOV, Denis",85.0,40.440647650733887,33.602342034642597,48.946763692072004,COYOT Arnaud,130.0,39.217763267640535,32.096009445971625,44.898485336770861,CHAVANEL Sylvain,,,35.117644021411728,47.2318779143705,MENCHOV Denis,4.0,40.486947949775988,36.222277490024759,48.505634492895638,BARREDO Carlos,41.0,38.476419662509173,34.336532181078226,43.465503568596347,CASAR Sandy,27.0,39.026795365331004,33.345731989439976,44.888635065676752,MENCHOV Denis,15.0,39.721325596584727,35.039032484381437,46.926340146548405
118,"MENGIN, Christophe",,,,53.395061728395056,MORENI Cristian,44.0,40.058662982988345,33.77566373829054,45.02423785414198,AUGE Stphane,,,33.068071312803887,43.883418668767227,FLECHA Juan Antonio,,,34.410921754137263,46.375545851528386,DE WEERT Kevin,18.0,39.28270952432316,36.10333350942998,41.412920287117487,BONNET William,,,31.189074528684127,52.604828462515883,CARUSO Gianpaolo,37.0,39.266622790464105,34.447120648127871,43.948952564411272
119,"MERCKX, Axel",39.0,41.01586657237003,34.467778422854401,48.797250859106526,PARRA Ivan Ramiro,43.0,40.065733614527126,33.947684232093899,45.455138662316472,LEQUATRE Geoffroy,,,,47.086092715231793,FREIRE Oscar,70.0,39.560012101828242,33.983626015765289,45.109356014580804,DEVENYNS Dries,144.0,36.688045668233713,30.9240097740505,43.396674584323037,DELAGE Micka«l,132.0,36.989994607872511,30.482414310712301,40.013575428474461,FREIRE Oscar,,,,49.125799573560776
120,"MONCOUTIE, David",67.0,40.590035307963909,33.854412458706939,48.049628724504181,VERBRUGGHE Rik,,,33.279001536813674,46.55579868708972,MORENI Cristian,,,34.052389575492562,43.642773207990601,LANGEVELD Sebastian,131.0,38.965635728382068,33.15451918128192,44.414535666218036,PINEAU Jr´me,66.0,37.971177349659989,33.274365008520654,40.58496853017401,JEANNESSON Arnold,15.0,39.462835009044369,34.383214375917909,43.099981721805889,GUSEV Vladimir,,,34.749411977564684,44.708322530464088
121,"MOOS, Alexandre",42.0,40.974283750003963,34.939221137650428,47.71327235392944,WIGGINS Bradley,124.0,39.288216722072683,32.234276132331551,46.840748627143334,NUYENS Nick,,,32.63305210124355,44.030823947836396,MOERENHOUT Koos,34.0,40.005619556055073,34.747160416990823,46.182553257658221,REDA Francesco,,,31.16563298066399,43.532608695652172,MEERSMAN Gianni,77.0,37.780415866061269,32.016584932449504,41.994657168299199,HORRACH Joan,119.0,38.5600078413595,33.094221343374635,43.638971906754335
122,"MOREAU, Christophe",11.0,41.520058557633043,36.097366655484734,50.329821797774933,SIMONI Gilberto,60.0,39.846371758553062,33.914925140361824,45.155574762316334,PARRA Ivan Ramiro,,,39.919151086407275,48.203389830508478,POSTHUMA Joost,69.0,39.564409260162655,34.050988045864841,47.195296361036071,SEELDRAYERS Kevin,134.0,36.80649055332529,31.403363661428173,39.488472622478383,PAURIOL Rmi,,,,51.301115241635692,KUCHYNSKI Aliaksandr,145.0,38.334911736314339,32.62851157822692,45.0
123,"MOUREY, Francis",94.0,40.348042029600421,34.108603918616396,47.110865358031518,CANADA David,,,34.187298170075344,46.444007858546172,SCHEIRLINCKX Staf,,,32.748284579270496,43.152594887683968,TANKINK Bram,60.0,39.672937126156363,34.203271457452679,45.56612457809144,VAN DE WALLE Jurgen,63.0,38.056044166565073,33.544945842468664,42.887323943661976,ROUX Anthony,101.0,37.363834422657952,31.28303332056683,41.994657168299199,PAOLINI Luca,108.0,38.631715909509367,32.904905826126061,45.607196401799108
124,"NARDELLO, Daniele",55.0,40.689644323491009,34.348472303963135,49.073629643851397,DE LA FUENTE David,56.0,39.933270445783755,34.214744377685776,45.455138662316472,VERBRUGGHE Rik,,,32.896922010286836,45.338758901322478,TEN DAM Laurens,22.0,40.251797544220054,35.723198003647184,45.461503137915201,WYNANTS Maarten,117.0,36.977149529283686,31.274979406290999,42.21024258760108,ROY Jrmy,86.0,37.628445007862112,31.879407096455239,44.381705251270468,TROFIMOV Yury,51.0,39.127613151073234,34.433172461341478,44.081632653061227
125,"NAZON, Jean-Patrick",,,32.302544864645647,53.248974008207938,GOMEZ MARCHANTE Jose Angel,,,33.537245363332318,47.049977885891195,WIGGINS Bradley,,,32.63305210124355,47.605212561418497,WEENING Pieter,63.0,39.632690428177312,34.8922961543269,43.522860492379834,GERDEMANN Linus,84.0,37.472604736508153,31.851230425055931,42.324324324324323,VICHOT Arthur,104.0,37.3367198838897,30.735782317475984,40.0,VORGANOV Eduard,19.0,39.639527304673109,34.987601329938059,45.750093996741448
126,"NOVAL GONZALEZ, Benjamin",107.0,40.244460279872165,33.339142558382711,49.296046287367403,LOBATO Ruben,46.0,40.038561896710078,34.100063703631108,44.144486692015207,POZZATO Filippo,,,33.722005810544964,43.219550038789755,FEDRIGO Pierrick,32.0,40.120729763831797,35.201025619469959,47.075606276747507,CIOLEK Gerald,133.0,36.824064711830133,31.272594151832699,39.024563901744393,EVANS Cadel,1.0,39.78836251619181,34.91161915978838,48.749224726069876,CASAR Sandy,22.0,39.575226580404212,35.269193260920737,46.318995051389422
127,"NURITDINOV, Rafael",147.0,39.848285041718526,32.8769477543538,47.633246366008194,MILLAR David,59.0,39.86905699230816,33.441620852716163,47.854362262422711,ALBASINI Michael,59.0,38.255646080710605,33.763869697245504,45.765024363833248,CLEMENT Stef,90.0,39.366411580561028,33.920651315389755,46.720151014629543,FR–HLINGER Johannes,90.0,37.304569018989682,31.76733087483343,41.117779444861213,BOOKWALTER Brent,114.0,37.148461473663943,30.79707412713973,42.678733031674206,FEDRIGO Pierrick,48.0,39.163156486626058,33.694942117606743,44.746261338563379
128,"O'GRADY, Stuart",77.0,40.499027685139083,33.628266729169113,48.249174138744692,RICCO Riccardo,98.0,39.457183359457183,32.831961953649881,45.45019573727707,BELTRAN Manuel,18.0,38.982164523173985,35.468982242040212,46.664458429943693,FLORENCIO Xavier,101.0,39.210778358827795,33.546978588739563,44.85727231536022,KLUGE Roger,,,31.507293354943275,45.771428571428572,BURGHARDT Marcus,164.0,36.615090826063494,30.124658847827693,39.293451091484755,HUTAROVICH Yauheni,,,33.964666560560239,47.800829875518673
129,"PADRNOS, Pavel",95.0,40.328037543460297,33.517301795882609,49.907253734257544,RINERO Christophe,41.0,40.081590652390332,34.057339741393655,44.331777683495972,CARLSTR–M Kjell,76.0,38.112811387900358,33.484318842006793,45.528385220295171,LEFEVRE Laurent,86.0,39.432190246424263,33.997077091706245,46.046511627906973,KNEES Christian,91.0,37.250514257139933,31.396150135526252,41.179564237415477,HINCAPIE George,56.0,38.232179680098085,31.825856560251452,43.658581744121456,LADAGNOUS Matthieu,85.0,38.796847889398762,33.800275008594021,44.236548715462924
130,"PAGLIARINI, Luciano",,,,54.128280896923343,VENTOSO Francisco,78.0,39.601386064755211,32.741439177935241,45.668706293706293,FISCHER Murilo Antoniobil,101.0,37.866432523851337,32.876778549444879,44.875769802505843,PINEAU Jr´me,38.0,39.950740452065467,34.788297971773062,45.805058605798891,ROBERTS Luke,103.0,37.117846566748391,31.666254788088469,42.193995381062351,MOINARD Ama«l,65.0,38.042071795630157,32.091500414720393,41.78628389154705,PINEAU Cedric,133.0,38.461402152692699,32.974910394265237,35.70925657486022
131,"PELLIZOTTI, Franco",47.0,40.849652558433355,33.922449462111359,48.895265423242463,CASAR Sandy,69.0,39.693081366601945,33.250829024951976,46.636911403704524,KUSCHYNSKI Aleksandr,89.0,37.983047240743367,33.378595033210097,46.515518379925162,SPRICK Matthieu,142.0,38.822673978247039,33.114533699756819,43.414705452419241,ROHREGGER Thomas,74.0,37.77447404359777,32.589931488340298,41.887657623232712,MORABITO Steve,49.0,38.336396602255228,32.714747269765823,42.11466333273799,PINOT Thibaut,10.0,39.797296442887678,35.412094405240232,45.419932810750282
132,"PEREIRO SIO, Oscar",10.0,41.522991273525847,36.073542506940441,50.230912842684482,DA CRUZ Carlos,77.0,39.611037064003781,32.867628305041514,45.653741125068265,QUINZIATO Manuel,113.0,37.815847084578991,32.719662588001341,45.206974007915285,TROFIMOV Yury,,,36.556507547939617,45.559845559845563,TERPSTRA Niki,,,,47.678571428571431,QUINZIATO Manuel,115.0,37.13505515524065,30.493035449107762,42.084597537033737,ROUX Anthony,126.0,38.487977131326716,33.028563030767451,46.219296024309955
133,"PETROV, Evgeni",,,,53.606472714752968,EISEL Bernhard,108.0,39.404984600833856,32.358986282259934,45.033940308156446,WEGELIUS Charles,45.0,38.476696875252614,34.570223148477609,45.631613042539414,TSCHOPP Johann,54.0,39.6953044167849,34.887571992459669,42.888086642599276,WEGMANN Fabian,119.0,36.94505655528441,31.007259528130671,40.675324675324674,SANTAROMITA Ivan,83.0,37.645652823423958,31.467831000385257,42.756119673617405,ROY J<U+00E9>r<U+00E9>my,66.0,38.962191740120829,33.760018884322797,47.108013937282237
134,"PIEPOLI, Leonardo",23.0,41.36151105596101,36.067496936242421,47.245841035120151,GILBERT Philippe,110.0,39.376228118186468,32.704816332669097,45.400825548555289,WILLEMS Frederik,73.0,38.126831931077859,33.594862717655289,44.861479673070804,VOECKLER Thomas,97.0,39.32364629524497,33.828846115004744,43.510108409024319,VOECKLER Thomas,76.0,37.733162187519788,32.251061821613966,39.5740072202166,SCH„R Michael,103.0,37.339429566731987,31.018506797640448,40.831168831168831,VICHOT Arthur,94.0,38.699407927500324,33.148263256039364,43.369371510039208
135,"PINEAU, Jer´me",43.0,40.927215189873422,34.780061613049845,48.445792266868843,JOLY Sƒbastien,,,34.488754736790305,45.335606222032816,CASAR Sandy,71.0,38.152185529550074,33.198281753392564,44.427625354777675,ZABEL Erik,43.0,39.848618660828677,34.622182257914481,44.507717668215193,ARASHIRO Yukiya,112.0,37.001986859632879,31.185543488181072,39.760609357997822,TAARAMAE Rein,12.0,39.612472731938922,34.644422451576418,45.163761731469158,GESINK Robert,,,33.418256721595839,44.69673405909797
136,"POPOVYCH, Yaroslav",12.0,41.499274813569329,36.101151160596338,50.799960250422338,LARSSON Gustav,105.0,39.424454399540039,32.378860774807137,48.363804674843784,CHAVANEL Sbastien,130.0,37.737783768069981,32.609842249108951,44.785419095051395,GRABSCH Ralf,123.0,39.000027391506805,33.114533699756819,44.387983858914957,CHARTEAU Anthony,44.0,38.422070614713746,35.466293009497114,38.734982332155475,BUFFAZ Micka«l,131.0,36.995979218973773,31.062020941257998,38.72557070126458,KRUIJSWIJK Steven,33.0,39.352545647219905,34.850800824084537,44.757233938204998
137,"PORTAL, Nicolas",88.0,40.417772194147808,33.629580435971562,48.049628724504181,Lƒ–VKVIST Thomas,63.0,39.810827237732951,33.24066378149093,47.072868566279986,DELAGE Micka«l,117.0,37.808726964626139,32.680617957281179,45.86932928152811,KNEES Christian,29.0,40.140335489529654,35.313092979127134,45.812124016658956,FEDRIGO Pierrick,57.0,38.121550816754961,33.656734794385621,41.648936170212764,DUMOULIN Samuel,162.0,36.626168667837312,30.079790498792914,39.319659829914961,MOLLEMA Bauke,,,36.65776660907806,43.490542244640601
138,"POSTHUMA, Joost",83.0,40.448362893717103,33.859405882179416,49.343629343629345,MENGIN Christophe,131.0,39.215660576310164,32.132764448384776,45.569123419101615,DI GREGORIO Rmy,,,,47.164179104477611,LANCASTER Brett Daniel,129.0,38.970138768509308,33.114533699756819,46.268889235083343,GAUTIER Cyril,45.0,38.404063364109291,33.793205755822576,39.775036284470247,DUQUE Leonardo,121.0,37.082862840256588,30.645067158019359,38.335230043895365,RENSHAW Mark,,,36.65776660907806,48.301886792452834
139,"QUINZIATO, Manuel",131.0,39.971812964182064,33.169575771587098,46.856095325389553,VAUGRENARD Benoƒ®t,87.0,39.521855421903751,32.444680672503985,46.673366834170857,GILBERT Philippe,,,33.671995941252227,43.387850467289717,MœLLER Martin,105.0,39.177211900343337,33.392812640183422,45.433685176686552,ROLLAND Pierre,58.0,38.120442413035136,32.916961017275703,39.919883466860888,EL FARES Julien,40.0,38.531629137750258,32.802334609515142,41.994657168299199,SANCHEZ Luis-Leon,64.0,38.995260663507111,34.105838229236674,47.438596491228068
140,"RASMUSSEN, Mickael",7.0,41.559151014637123,36.314740405606351,48.331284863382812,DI LUCA Danilo,,,,47.421150278293133,JEGOU Lilian,97.0,37.879490799553167,32.877838116570253,44.408952400966697,SCHR–DER Bjrn,100.0,39.248970090509516,33.592057761732853,45.706371191135737,SPRICK Matthieu,100.0,37.148766887297121,31.668211306765521,42.016098121885776,GALLOPIN Tony,79.0,37.768397871169022,31.176365810834881,42.295964125560616,TANKINK Bram,144.0,38.38400346372088,32.805755395683455,44.44119795471147
141,"RICH, Michael",130.0,39.974036812091427,32.923156354874799,49.106628242074926,ALBASINI Michael,118.0,39.316140283816715,32.322913279762183,46.193633952254643,LADAGNOUS Matthieu,112.0,37.818629109860133,32.741978191271699,45.454936545493659,TERPSTRA Niki,136.0,38.92621934919439,33.297548756485952,45.198599908689694,TURGOT Sbastien,113.0,36.99259066977411,31.258766847594075,44.148207813129275,MONCOUTIE David,41.0,38.516244946848332,33.132318342843234,41.044386422976501,TEN DAM Laurens,28.0,39.435509638939187,34.969713809391493,45.425584868093587
142,"RIGHI, Daniele",110.0,40.219679747729032,33.280176288091852,46.937838582315678,BACKSTEDT Magnus,,,32.886168572677697,47.491071428571431,L–VKVIST Thomas,64.0,38.226629704101185,33.75186104218362,45.362241064720408,VELITS Peter,58.0,39.677236570359888,34.724468217439977,45.975232198142415,VOGONDY Nicolas,88.0,37.389890831935936,31.702489562393691,42.406189555125721,VALENTIN Tristan,118.0,37.10314240899995,30.289994808277086,39.986433779888081,TJALLINGII Maarten,,,,49.762419006479483
143,"ROBERTS, Luke",102.0,40.295494058338576,33.019446895017452,50.498863973130497,CALCAGNI Patrick,129.0,39.23248842295979,32.169603727879583,44.158478605388268,VAUGRENARD Beno®t,83.0,38.036107493784776,33.32217313549841,45.533290239172601,VELO Marco,44.0,39.848370825999609,34.299932419979108,45.720443349753694,SANCHEZ Luis-Leon,11.0,39.389634970707526,36.160005643938057,42.080614203454893,ZINGLE Romain,152.0,36.780431428384198,29.921118826469563,41.332164767747592,WYNANTS Maarten,,,,49.762419006479483
144,"RODRIGUEZ, Fred",132.0,39.968477656221026,32.879773124409176,48.112941176470592,CARLSTRƒ–M Kjell,132.0,39.215543766736268,32.287819453981925,45.087378640776691,BOONEN Tom,119.0,37.798385317862973,32.63305210124355,44.034173786205457,CASAR Sandy,14.0,40.355236430629695,36.062397054548981,46.196920205319643,FARIA DA COSTA Rui Alberto,73.0,37.780787495965697,32.906922620098548,40.316292754689222,CUNEGO Damiano,7.0,39.694990227342863,34.870549394252755,43.83714445064146,VALVERDE Alejandro,20.0,39.608347780123523,35.28897163558058,44.724332271502085
145,"ROGERS, Michael",41.0,40.982463701065356,34.981459846599279,49.310311565544517,GARZELLI Stefano,55.0,39.943447459838289,33.628763349925094,45.534371935940733,BARREDO Carlos,42.0,38.543511120708267,34.348484848484851,46.649006622516559,CHAVANEL Sbastien,,,33.982194054625019,43.884297520661157,ERVITI Imanol,77.0,37.692374036189257,32.812650043212443,42.620528771384137,BERTAGNOLLI Leonardo,,,31.518285925378649,50.611246943765281,COBO ACEBO Juan Jose,30.0,39.408350707161773,35.036301278339494,44.696951144851234
146,"ROUS, Didier",82.0,40.454562516422058,33.717833222357136,47.927995499718733,MUGERLI Matej,119.0,39.314496622650637,32.399061382598333,45.69367005575598,DE JONGH Steven,123.0,37.788827108038731,32.63305210124355,45.606992554224668,DI GREGORIO Rmy,59.0,39.676622306992066,34.996186754980727,44.614691302388465,GUTIERREZ Jos Ivan,48.0,38.230710911529719,33.738151658767777,41.040808685885438,BOLE Grega,127.0,37.008619759509912,30.519367293560844,41.477572559366827,COSTA Rui Alberto,18.0,39.648640987685425,34.923136689050445,45.807504078303424
147,"RUBIERA, Jose Luis",35.0,41.081922429401864,34.754786681066243,50.137308748528838,PAOLINI Luca,101.0,39.438153779790788,32.489821835431215,44.280114418900304,GARATE Juan Manuel,21.0,38.953570844017676,35.309693162348786,48.136674259681094,GERARD Arnaud,132.0,38.952251255425992,33.114533699756819,44.695259593679452,KIRYIENKA Vasil,60.0,38.104488543228825,33.206459241022984,46.52801358234295,BONO Matteo,93.0,37.528264728050765,31.962572936685305,38.397655105031752,ERVITI Imanol,,,,49.442060085836914
148,"SANCHEZ, Luis",108.0,40.226935530527122,33.138292753344246,49.674472840345935,QUINZIATO Manuel,80.0,39.557242137712834,32.239353619213517,44.941935483870964,ROSSELER Sbastien,104.0,37.851153502920205,32.63305210124355,48.20255474452555,GILBERT Philippe,112.0,39.095335725269095,33.498334983349835,44.621394230769234,MOREAU Christophe,22.0,39.112317651621368,36.093799514101612,41.935730680948737,HONDO Danilo,109.0,37.199269751944612,30.305478830852948,40.232042313598434,GUTIERREZ Jos<U+00E9> Ivan,,,,50.196078431372548
149,"SASTRE, Carlos",21.0,41.376861206913098,35.790458372310567,50.694168980563269,VOECKLER Thomas,89.0,39.518770992985075,32.596659203117831,46.893301918545937,STEEGMANS Gert,138.0,37.696495406600881,32.63305210124355,44.176857949200375,JEGOU Lilian,,,,44.696969696969695,PERGET Mathieu,64.0,38.028227841492495,33.636303976899853,38.886129833274211,KOSTYUK Denys,153.0,36.777802267190083,30.511766903249907,38.360175695461201,KARPETS Vladimir,53.0,39.096990589769874,34.236096754186477,45.273471412625575
150,"SAVOLDELLI, Paolo",25.0,41.296795371233699,35.298821117375702,49.635886979318379,BENETEAU Walter,111.0,39.357629494994185,32.389711700473832,45.549258936355706,TANKINK Bram,40.0,38.543742314728732,34.358318037148685,46.469488730071468,LE BOULANGER Yoann,74.0,39.537552992576408,34.246631361563786,46.48614806699014,PLAZA MOLINA Ruben,12.0,39.38774161374247,36.329163270368923,42.24277456647399,LOOSLI David,59.0,38.149024647952594,32.330873362829522,40.494590417310668,KIRYIENKA Vasili,77.0,38.877362889851739,33.653496481057608,46.531548757170171
151,"SCHOLZ, Ronny",91.0,40.379661863652686,33.491547843678873,49.434290687554395,BROCHARD Laurent,,,,46.863436123348023,TOSATTO Matteo,108.0,37.825641629385451,32.63305210124355,44.985630654603519,ROY Jrmy,121.0,39.012494519947396,33.594415973844939,44.43447037701975,ROJAS Jose Joaquin,68.0,37.918464617484759,32.898473980647957,41.95177956371986,MALORI Adriano,91.0,37.582634315002622,30.627702922280829,44.837421563034795,PLAZA MOLINA Ruben,101.0,38.651405272304132,33.291715162416679,45.612895164313386
152,"SCHRECK, Stephan",86.0,40.434073045827162,33.747905089529858,48.49634759510483,FEDRIGO Pierrick,29.0,40.298992644560556,34.507929266381694,46.720321931589538,VASSEUR Cdric,55.0,38.32649409519265,33.735955752870851,45.110470701248801,VAUGRENARD Beno®t,82.0,39.459268041078381,33.535559827006246,46.125174716570896,TAARAMAE Rin,,,32.941887775271496,46.434782608695649,PETACCHI Alessandro,107.0,37.275630769602309,30.64149055895961,40.831168831168831,ROJAS Jose Joaquin,,,,49.442060085836914
153,"SERRANO, Marcos",40.0,41.005983011671155,34.605296216270538,49.064209617045783,GESLIN Anthony,88.0,39.521855421903751,32.55457105698968,45.51949466347201,ZABEL Erik,79.0,38.093154777783703,33.315371803664149,45.05756929637527,RICCO Riccardo,,,37.924151696606785,45.0,AUGE Stphane,153.0,36.550174515204567,31.061753833101026,40.420353982300888,CAVENDISH Mark,130.0,36.997531100937223,30.079790498792914,40.27327070879597,CANTWELL Jonathan,137.0,38.428059036310074,32.751800807761171,43.194888178913736
154,"SEVILLA, Oscar",18.0,41.429747538977537,35.598056445776905,48.923341946597766,LEFEVRE Laurent,38.0,40.115175780178795,34.076018294534165,45.990316901408448,CORTINOVIS Alessandro,122.0,37.793383325981473,32.719662588001341,45.740259740259738,BERTOGLIATI Rubens,,,34.528016153457848,47.200000000000003,DUMOULIN Samuel,,,30.766891818517472,43.651226158038149,BAK Lars,154.0,36.755250750107159,30.599145861256567,44.49896206831486,HAEDO Juan Jose,140.0,38.411643553480715,32.629865079282773,35.46688605512135
